0|105.309328|10543
1|5020.210198|320458
2|19.351786|1973
3|106.977314|11497
4|2.61462|268
5|139.538424|13125
6|2.200807|246
7|157.935806|15137
8|2.168941|216
9|83.420992|7983
10|19.282517|1775
11|122.951011|11650
12|54.294344|5330
13|1.996535|211
14|172.721312|16748
15|4028.721869|304870
16|26.504137|3131
17|1.456335|170
18|43.441036|4261
19|1.643412|216
20|11.716775|1453
21|54.344582|5820
22|2.00917|247
23|1068.317159|106792
24|56.268136|5996
25|756.051876|68308
26|53.130802|6093
27|1.45512|213
28|2.448955|294
29|73.043695|7871
30|12.141444|1339
31|130.462709|12186
32|14.808937|1750
33|225.476757|20595
34|1.647501|205
35|14.355359|1574
36|1.756659|228
37|1.280579|147
38|529.503015|51186
39|15.79671|1796
40|427.881755|35487
41|531.333785|52270
42|19.526253|2218
43|1.173149|153
44|224.537291|19865
45|89.750258|9159
46|4.067835|533
47|1.816024|215
48|1.31158|158
49|590.666225|50510
50|15.355053|1676
51|1253.62107|97834
52|283.510927|21708
53|633.58294|54454
54|6.804002|764
55|542.43775|47215
56|5.173049|580
57|199.621404|19196
58|3.923381|474
59|82.123222|7736
